metric,value
es-precision_0.0,0.9101517530088958
es-recall_0.0,0.9246794871794872
es-fscore_0.0,0.9026378233925403
es-precision_min_0.0,0.7106227106227105
es-recall_min_0.0,0.7692307692307694
es-fscore_min_0.0,0.7069597069597071
es-precision_max_0.0,1.0
es-recall_max_0.0,1.0
es-fscore_max_0.0,1.0
es-precision_0.01,0.9101517530088958
es-recall_0.01,0.9246794871794872
es-fscore_0.01,0.9026378233925403
es-precision_min_0.01,0.7106227106227105
es-recall_min_0.01,0.7692307692307694
es-fscore_min_0.01,0.7069597069597071
es-precision_max_0.01,1.0
es-recall_max_0.01,1.0
es-fscore_max_0.01,1.0
es-precision_0.02,0.9101517530088958
es-recall_0.02,0.9246794871794872
es-fscore_0.02,0.9026378233925403
es-precision_min_0.02,0.7106227106227105
es-recall_min_0.02,0.7692307692307694
es-fscore_min_0.02,0.7069597069597071
es-precision_max_0.02,1.0
es-recall_max_0.02,1.0
es-fscore_max_0.02,1.0
es-precision_0.03,0.9101517530088958
es-recall_0.03,0.9246794871794872
es-fscore_0.03,0.9026378233925403
es-precision_min_0.03,0.7106227106227105
es-recall_min_0.03,0.7692307692307694
es-fscore_min_0.03,0.7069597069597071
es-precision_max_0.03,1.0
es-recall_max_0.03,1.0
es-fscore_max_0.03,1.0
es-precision_0.04,0.9101517530088958
es-recall_0.04,0.9246794871794872
es-fscore_0.04,0.9026378233925403
es-precision_min_0.04,0.7106227106227105
es-recall_min_0.04,0.7692307692307694
es-fscore_min_0.04,0.7069597069597071
es-precision_max_0.04,1.0
es-recall_max_0.04,1.0
es-fscore_max_0.04,1.0
es-precision_0.05,0.9101517530088958
es-recall_0.05,0.9246794871794872
es-fscore_0.05,0.9026378233925403
es-precision_min_0.05,0.7106227106227105
es-recall_min_0.05,0.7692307692307694
es-fscore_min_0.05,0.7069597069597071
es-precision_max_0.05,1.0
es-recall_max_0.05,1.0
es-fscore_max_0.05,1.0
es-precision_0.06,0.9101517530088958
es-recall_0.06,0.9246794871794872
es-fscore_0.06,0.9026378233925403
es-precision_min_0.06,0.7106227106227105
es-recall_min_0.06,0.7692307692307694
es-fscore_min_0.06,0.7069597069597071
es-precision_max_0.06,1.0
es-recall_max_0.06,1.0
es-fscore_max_0.06,1.0
es-precision_0.07,0.9101517530088958
es-recall_0.07,0.9246794871794872
es-fscore_0.07,0.9026378233925403
es-precision_min_0.07,0.7106227106227105
es-recall_min_0.07,0.7692307692307694
es-fscore_min_0.07,0.7069597069597071
es-precision_max_0.07,1.0
es-recall_max_0.07,1.0
es-fscore_max_0.07,1.0
es-precision_0.08,0.9101517530088958
es-recall_0.08,0.9246794871794872
es-fscore_0.08,0.9026378233925403
es-precision_min_0.08,0.7106227106227105
es-recall_min_0.08,0.7692307692307694
es-fscore_min_0.08,0.7069597069597071
es-precision_max_0.08,1.0
es-recall_max_0.08,1.0
es-fscore_max_0.08,1.0
es-precision_0.09,0.9101517530088958
es-recall_0.09,0.9246794871794872
es-fscore_0.09,0.9026378233925403
es-precision_min_0.09,0.7106227106227105
es-recall_min_0.09,0.7692307692307694
