0,1,2,3,4
0.22023154687833407,0.09742528091893723,0.037293907929005714,0.0570448470687195,-0.08504216892139482
-0.09723961497509764,-0.21896393585872442,0.05034047527520613,0.08451977723728481,0.14092455829505132
0.034403527553500124,0.02802445970728172,-0.030863325367507556,0.03280503598717737,0.056688276385578065
-0.1876777451104221,0.028883750488753992,0.0708181624997215,0.14876499690092965,0.03333230549281741
-0.04593837090290343,0.022104318075231937,0.05821558842806671,-0.10970549022080332,0.06445063498497501
0.05141831129664587,0.09041024021373587,0.16779161439919119,0.04917071567176597,0.09529303974333632
-0.02375206028777001,-0.09663562159914252,-0.019727696047533314,-0.03302195361999952,0.07231291884700712
0.12499392943183885,0.2028355260517102,-0.029714602217418506,-0.13958264361993403,0.09398123060922545
-0.04514376278667719,-0.02197092631915826,0.1702944686073078,-0.05405055437140574,-0.18054856969110025
0.13882495882020338,0.0475034462084546,0.015177306401307163,-0.1357624185338803,0.052455794785965786
-0.1478286168525314,-0.0729520454553488,0.092753544709328,0.061416870401773044,0.05643256370236247
-0.12051209259688617,0.01597983068403856,-0.1509584285666391,-0.0616571002414692,0.03472274132981669
-0.1761017420216185,-0.05158599027391639,0.0887282263338331,0.013412721763843264,-0.07465624522366149
0.032849693726470834,-0.16676043878085256,0.17080094595419523,0.10325768892251093,0.0716923098804361
0.01877163924564347,0.005018629163174713,0.06966049290143389,0.025148326645509384,-0.051854945247389234
-0.04341303559567711,0.12510108224720784,0.1563365890575468,0.09178839326706524,-0.013261757417240443
-0.11411281072135489,0.15273247752581148,-0.04844132989690848,0.122963325868516,-0.015872452576447194
0.08945670294252472,0.01355840904361736,0.08100573655227104,-0.062064681155815586,0.007877032297414288
-0.0391010030751864,0.03245772935457644,-0.05825248093744182,0.08483669303956454,-0.07236483391047918
-0.011154870182573776,-0.18417716336889367,-0.0865597858492413,0.18850233923138568,-0.049317974668722564
0.047174234716693214,0.08279510658795237,0.10119750286122194,0.023879693319450432,-0.10214647980495468
0.017023573504012884,0.032640935592918245,0.14049182752775033,0.21177125395729857,0.0340555236952038
-0.0037785208439069166,-0.17985044055352328,0.16136041768587117,-0.2361735442576035,0.03795441245558223
0.055851813712688436,-0.015868769289413106,-0.029489948357889262,-0.15918638354532472,-0.007683716052581777
-0.05176714162820017,0.0005981726551689895,-0.0863582773802394,-0.2580356189737446,0.058731530776865826
-0.2924321213872671,0.04109138420635955,0.16281517860088815,-0.05452295584192516,0.07930909888681878
-0.04154631019762464,-0.13393312048156522,0.00661795246033886,-0.05202107787128122,0.05736324891882928
0.012637907592224887,0.06139867479331378,-0.09854178722137608,0.003145137550814711,0.06864246925733697
