0,1,2,3,4
0.14595378014936575,0.07845249210325937,0.14821742267219956,0.1192865699385838,-0.0996643700505257
0.1217389521378921,-0.01155224084004904,0.017955371362490254,-0.02678781241943323,0.019585560855966036
0.10415245841363432,0.06416027984118225,0.010458904540869224,-0.19104573795746757,-0.10047376284891721
-0.19993788814272728,-0.14756440402798993,-0.12379942234807476,0.1591565452628754,0.1216877583687738
0.023856466577068604,0.06484358869224048,-0.04488992511962941,0.09357333691038562,0.1568606974615977
0.2069966551699976,-0.1479650010481736,0.07959617112841061,-0.12461123125565626,0.137464768818889
-0.128928972168115,0.04034258779495557,0.09871139248821523,-0.07533169765716685,0.13204054710973034
-0.0703884324458389,0.11624017784121857,-0.053762480869606305,0.0767532281887821,0.009153350565801077
0.08544030203006966,-0.06710352739528971,0.04785798020580694,-0.008314680302863512,-0.05654417170231242
-0.0036916031540217896,-0.15414809174060176,0.02474553426292108,0.018477110230453706,-0.14322099217324005
-0.09901656381996932,-0.01696736555392672,-0.05862754980562334,0.07319890644623532,-0.032738860119463184
0.06685344363042071,-0.04736509287797644,-0.018020801916174136,0.15072506313112985,0.025020729447419128
-0.10033757805233244,0.10052548217669788,0.007788003937106103,-0.07362543560104877,-0.0425810541803644
0.055654964775385785,-0.18630748427508448,-0.03783922739060155,0.033777760140679125,0.060537897848849866
0.12966271165065096,0.0328802125413426,-0.10153967568902687,0.0394952174893367,0.0632574317788203
0.06955353289232384,-0.04113050647950511,0.00015176352712314417,-0.08082661653524931,-0.09840824183801512
0.04430419071175757,0.07990078052487662,-0.05929724123469648,0.04298927005873215,-0.0305539643349951
-0.09302207686865471,-0.03014232826941965,-0.05133103978882664,-0.07833994773051559,0.11812542200234102
-0.01836062186219103,0.002687867317340349,-0.147949016616634,-0.03760242983977382,0.16182262175315176
0.04872218827622345,0.08424695325298594,0.11819624029452047,-0.003743472141023053,0.011915959558446024
-0.07537467077783198,-0.020789458625092867,0.05143365996319821,-0.03704293377700792,0.04948387667646764
-0.035527832219735454,0.07554943740616397,0.03419644891760109,0.2815807209826033,-0.21749115821160678
0.028442626906523258,-0.06060478910365599,-0.16119674092866754,0.07544834894387602,0.007197082509668645
0.018923922417537,-0.054695440986111725,0.12711009421649036,0.0770062226244035,0.0584552862299163
0.05887673250014511,0.05794529918717729,-0.08686426485932082,0.009176684257931793,-0.11516934984808601
-0.09874733439026055,-0.10468653540709501,0.007507118486109629,-0.040693700271783706,0.13746937265262602
-0.07342240284106236,-0.07466216054148077,0.1783894240879727,0.024956619196948745,0.008642454909074703
-0.057335981928947566,-0.005886829643671743,0.0830347457514201,0.2665148116872243,-0.0842357434483963
-0.06312096314665096,0.11909576497535367,0.021317754978652185,0.04241117713391742,-0.010652069102470775
0.04220744884937841,0.1361549065985619,0.02797902511031551,-0.006976084149378029,0.03752293733142019
0.09876475942562829,0.12495501396044549,-0.16272684032548335,0.12288698772230613,0.06751488330108149
-0.19976023479233074,-0.002368507268662756,0.021825114875272777,-0.22731789214332576,-0.0014784741287079085
-0.1961992602633473,0.1222581949472539,0.0037345236384079272,0.02003814519036442,0.06305358207968102
-0.0162648093018064,0.01427327538134028,-0.06253627994866941,-0.06601262456148026,-0.060396125197795615
0.110048291693502,0.04447337106872424,-0.25341664939272174,-0.0032398627461026706,-0.04786760087063585
-0.014908685949499617,0.09549473643356028,-0.05182781572296045,0.01994519185384303,-0.0425751066668986
-0.0227706325431251,-0.12231006486267615,0.11528061272897708,0.0990685805790847,0.011453544178222766
